,Date,State,Confirmed,Deaths,Recovered
135,2020-03-14,Andhra Pradesh,1,0,0
136,2020-03-14,Delhi,7,1,1
137,2020-03-14,Haryana,14,0,0
138,2020-03-14,Jammu and Kashmir,2,0,0
139,2020-03-14,Karnataka,6,1,0
140,2020-03-14,Kerala,19,0,3
141,2020-03-14,Ladakh,3,0,0
142,2020-03-14,Maharashtra,14,0,0
143,2020-03-14,Punjab,1,0,0
144,2020-03-14,Rajasthan,3,0,1
145,2020-03-14,Tamil Nadu,1,0,0
146,2020-03-14,Telengana,1,0,0
147,2020-03-14,Uttar Pradesh,12,0,5
148,2020-03-15,Andhra Pradesh,1,0,0
149,2020-03-15,Delhi,7,1,2
150,2020-03-15,Haryana,14,0,0
151,2020-03-15,Jammu and Kashmir,2,0,0
152,2020-03-15,Karnataka,6,1,0
153,2020-03-15,Kerala,22,0,3
154,2020-03-15,Ladakh,3,0,0
155,2020-03-15,Maharashtra,32,0,0
156,2020-03-15,Punjab,1,0,0
157,2020-03-15,Rajasthan,4,0,3
158,2020-03-15,Tamil Nadu,1,0,0
159,2020-03-15,Telengana,3,0,1
160,2020-03-15,Uttar Pradesh,13,0,4
161,2020-03-15,Uttarakhand,1,0,0
162,2020-03-16,Andhra Pradesh,1,0,0
163,2020-03-16,Delhi,7,1,2
164,2020-03-16,Haryana,14,0,0
165,2020-03-16,Jammu and Kashmir,3,0,0
166,2020-03-16,Karnataka,6,1,0
167,2020-03-16,Kerala,23,0,3
168,2020-03-16,Ladakh,4,0,0
169,2020-03-16,Maharashtra,32,0,0
170,2020-03-16,Odisha,1,0,0
171,2020-03-16,Punjab,1,0,0
172,2020-03-16,Rajasthan,4,0,3
173,2020-03-16,Tamil Nadu,1,0,0
174,2020-03-16,Telengana,3,0,1
175,2020-03-16,Uttar Pradesh,13,0,4
176,2020-03-16,Uttarakhand,1,0,0
177,2020-03-17,Andhra Pradesh,1,0,0
178,2020-03-17,Delhi,8,1,2
179,2020-03-17,Haryana,15,0,0
180,2020-03-17,Jammu and Kashmir,3,0,0
181,2020-03-17,Karnataka,11,1,0
182,2020-03-17,Kerala,26,0,3
183,2020-03-17,Ladakh,6,0,0
184,2020-03-17,Maharashtra,39,1,0
185,2020-03-17,Odisha,1,0,0
186,2020-03-17,Punjab,1,0,0
187,2020-03-17,Rajasthan,4,0,3
188,2020-03-17,Tamil Nadu,1,0,0
189,2020-03-17,Telengana,5,0,1
190,2020-03-17,Uttar Pradesh,15,0,5
191,2020-03-17,Uttarakhand,1,0,0
192,2020-03-18,Andhra Pradesh,1,0,0
193,2020-03-18,Delhi,10,1,2
194,2020-03-18,Haryana,17,0,0
195,2020-03-18,Jammu and Kashmir,3,0,0
196,2020-03-18,Karnataka,11,1,0
197,2020-03-18,Kerala,27,0,3
198,2020-03-18,Ladakh,8,0,0
199,2020-03-18,Maharashtra,42,1,0
200,2020-03-18,Odisha,1,0,0
201,2020-03-18,Puducherry,1,0,0
202,2020-03-18,Punjab,1,0,0
203,2020-03-18,Rajasthan,4,0,3
204,2020-03-18,Tamil Nadu,1,0,0
205,2020-03-18,Telengana,6,0,1
206,2020-03-18,Uttar Pradesh,16,0,5
207,2020-03-18,Uttarakhand,1,0,0
208,2020-03-18,West Bengal,1,0,0
209,2020-03-19,Andhra Pradesh,2,0,0
210,2020-03-19,Chandigarh,1,0,0
211,2020-03-19,Chhattisgarh,1,0,0
212,2020-03-19,Delhi,12,1,3
213,2020-03-19,Haryana,17,0,0
214,2020-03-19,Jammu and Kashmir,4,0,0
215,2020-03-19,Karnataka,14,1,0
216,2020-03-19,Kerala,27,0,3
217,2020-03-19,Ladakh,8,0,0
218,2020-03-19,Maharashtra,47,1,0
219,2020-03-19,Odisha,1,0,0
220,2020-03-19,Puducherry,1,0,0
221,2020-03-19,Punjab,2,1,0
222,2020-03-19,Rajasthan,7,0,3
223,2020-03-19,Tamil Nadu,2,0,1
224,2020-03-19,Telengana,6,0,1
225,2020-03-19,Uttar Pradesh,19,0,9
226,2020-03-19,Uttarakhand,1,0,0
227,2020-03-19,West Bengal,1,0,0
228,2020-03-20,Andhra Pradesh,3,0,0
229,2020-03-20,Chandigarh,1,0,0
230,2020-03-20,Chhattisgarh,1,0,0
231,2020-03-20,Delhi,17,1,5
232,2020-03-20,Gujarat,5,0,0
233,2020-03-20,Haryana,17,0,0
234,2020-03-20,Jammu and Kashmir,4,0,0
235,2020-03-20,Karnataka,15,1,1
236,2020-03-20,Kerala,28,0,3
237,2020-03-20,Ladakh,10,0,0
238,2020-03-20,Maharashtra,52,1,0
239,2020-03-20,Odisha,2,0,0
240,2020-03-20,Puducherry,1,0,0
241,2020-03-20,Punjab,2,1,0
242,2020-03-20,Rajasthan,17,0,3
243,2020-03-20,Tamil Nadu,3,0,1
244,2020-03-20,Telengana,17,0,1
245,2020-03-20,Uttar Pradesh,23,0,9
246,2020-03-20,Uttarakhand,3,0,0
247,2020-03-20,West Bengal,2,0,0
248,2020-03-21,Andhra Pradesh,3,0,0
249,2020-03-21,Chandigarh,1,0,0
250,2020-03-21,Chhattisgarh,1,0,0
251,2020-03-21,Delhi,26,1,5
252,2020-03-21,Gujarat,7,0,0
253,2020-03-21,Haryana,17,0,0
254,2020-03-21,Himachal Pradesh,2,0,0
255,2020-03-21,Jammu and Kashmir,4,0,0
256,2020-03-21,Karnataka,15,1,1
257,2020-03-21,Kerala,40,0,3
258,2020-03-21,Ladakh,13,0,0
259,2020-03-21,Madhya Pradesh,4,0,0
260,2020-03-21,Maharashtra,63,1,0
261,2020-03-21,Odisha,2,0,0
262,2020-03-21,Puducherry,1,0,0
263,2020-03-21,Punjab,13,1,0
264,2020-03-21,Rajasthan,17,0,3
265,2020-03-21,Tamil Nadu,3,0,1
266,2020-03-21,Telengana,21,0,1
267,2020-03-21,Uttar Pradesh,24,0,9
268,2020-03-21,Uttarakhand,3,0,0
269,2020-03-21,West Bengal,3,0,0
270,2020-03-22,Andhra Pradesh,5,0,0
271,2020-03-22,Bihar,2,1,0
272,2020-03-22,Chandigarh,5,0,0
273,2020-03-22,Chhattisgarh,1,0,0
274,2020-03-22,Delhi,29,1,5
275,2020-03-22,Gujarat,18,1,0
276,2020-03-22,Haryana,21,0,0
277,2020-03-22,Himachal Pradesh,2,0,0
278,2020-03-22,Jammu and Kashmir,4,0,0
279,2020-03-22,Karnataka,26,1,2
280,2020-03-22,Kerala,52,0,3
281,2020-03-22,Ladakh,13,0,0
282,2020-03-22,Madhya Pradesh,4,0,0
283,2020-03-22,Maharashtra,67,2,0
284,2020-03-22,Odisha,2,0,0
285,2020-03-22,Puducherry,1,0,0
286,2020-03-22,Punjab,21,1,0
287,2020-03-22,Rajasthan,24,0,3
288,2020-03-22,Tamil Nadu,7,0,1
289,2020-03-22,Telengana,22,0,1
290,2020-03-22,Uttar Pradesh,27,0,9
291,2020-03-22,Uttarakhand,3,0,0
292,2020-03-22,West Bengal,4,0,0
293,2020-03-23,Andhra Pradesh,7,0,0
294,2020-03-23,Bihar,2,1,0
295,2020-03-23,Chandigarh,6,0,0
296,2020-03-23,Chhattisgarh,1,0,0
297,2020-03-23,Delhi,29,1,5
298,2020-03-23,Gujarat,29,1,0
299,2020-03-23,Haryana,26,0,0
300,2020-03-23,Himachal Pradesh,2,0,0
301,2020-03-23,Jammu and Kashmir,4,0,0
302,2020-03-23,Karnataka,33,1,2
303,2020-03-23,Kerala,67,0,3
304,2020-03-23,Ladakh,13,0,0
305,2020-03-23,Madhya Pradesh,6,0,0
306,2020-03-23,Maharashtra,74,2,0
307,2020-03-23,Odisha,2,0,0
308,2020-03-23,Puducherry,1,0,0
309,2020-03-23,Punjab,21,1,0
310,2020-03-23,Rajasthan,28,0,3
311,2020-03-23,Tamil Nadu,9,0,1
312,2020-03-23,Telengana,32,0,1
313,2020-03-23,Uttar Pradesh,31,0,9
314,2020-03-23,Uttarakhand,3,0,0
315,2020-03-23,West Bengal,7,0,0
316,2020-03-24,Andhra Pradesh,8,0,0
317,2020-03-24,Bihar,3,1,0
318,2020-03-24,Chandigarh,7,0,0
319,2020-03-24,Chhattisgarh,1,0,0
320,2020-03-24,Delhi,30,1,6
321,2020-03-24,Gujarat,33,1,0
322,2020-03-24,Haryana,28,0,11
323,2020-03-24,Himachal Pradesh,3,1,0
324,2020-03-24,Jammu and Kashmir,4,0,0
325,2020-03-24,Karnataka,37,1,3
326,2020-03-24,Kerala,95,0,4
327,2020-03-24,Ladakh,13,0,0
328,2020-03-24,Madhya Pradesh,7,0,0
329,2020-03-24,Maharashtra,89,2,0
330,2020-03-24,Manipur,1,0,0
331,2020-03-24,Odisha,2,0,0
332,2020-03-24,Puducherry,1,0,0
333,2020-03-24,Punjab,29,1,0
334,2020-03-24,Rajasthan,32,0,3
335,2020-03-24,Tamil Nadu,15,0,1
336,2020-03-24,Telengana,35,0,1
337,2020-03-24,Uttar Pradesh,33,0,11
338,2020-03-24,Uttarakhand,4,0,0
339,2020-03-24,West Bengal,9,1,0
340,2020-03-25,Andhra Pradesh,9,0,1
341,2020-03-25,Bihar,4,1,0
342,2020-03-25,Chandigarh,7,0,0
343,2020-03-25,Chhattisgarh,1,0,0
344,2020-03-25,Delhi,31,1,6
345,2020-03-25,Gujarat,38,1,0
346,2020-03-25,Haryana,28,0,11
347,2020-03-25,Himachal Pradesh,3,1,0
348,2020-03-25,Jammu and Kashmir,7,0,1
349,2020-03-25,Karnataka,41,1,3
350,2020-03-25,Kerala,109,0,4
351,2020-03-25,Ladakh,13,0,0
352,2020-03-25,Madhya Pradesh,14,0,0
353,2020-03-25,Maharashtra,128,3,1
354,2020-03-25,Manipur,1,0,0
355,2020-03-25,Mizoram,1,0,0
356,2020-03-25,Odisha,2,0,0
357,2020-03-25,Puducherry,1,0,0
358,2020-03-25,Punjab,29,1,0
359,2020-03-25,Rajasthan,36,0,3
360,2020-03-25,Tamil Nadu,18,0,1
361,2020-03-25,Telengana,35,0,1
362,2020-03-25,Uttar Pradesh,37,0,11
363,2020-03-25,Uttarakhand,4,0,0
364,2020-03-25,West Bengal,9,1,0
365,2020-03-26,Andaman and Nicobar Islands,1,0,0
366,2020-03-26,Andhra Pradesh,11,0,1
367,2020-03-26,Bihar,6,1,0
368,2020-03-26,Chandigarh,7,0,0
369,2020-03-26,Chhattisgarh,6,0,0
370,2020-03-26,Delhi,36,1,6
371,2020-03-26,Goa,3,0,0
372,2020-03-26,Gujarat,43,3,0
373,2020-03-26,Haryana,30,0,11
374,2020-03-26,Himachal Pradesh,3,1,0
375,2020-03-26,Jammu and Kashmir,13,0,1
376,2020-03-26,Karnataka,55,2,3
377,2020-03-26,Kerala,118,0,6
378,2020-03-26,Ladakh,13,0,0
379,2020-03-26,Madhya Pradesh,20,1,0
380,2020-03-26,Maharashtra,124,3,1
381,2020-03-26,Manipur,1,0,0
382,2020-03-26,Mizoram,1,0,0
383,2020-03-26,Odisha,2,0,0
384,2020-03-26,Puducherry,1,0,0
385,2020-03-26,Punjab,33,1,0
386,2020-03-26,Rajasthan,41,0,3
387,2020-03-26,Tamil Nadu,26,1,1
388,2020-03-26,Telengana,44,0,1
389,2020-03-26,Uttar Pradesh,41,0,11
390,2020-03-26,Uttarakhand,5,0,0
391,2020-03-26,West Bengal,10,1,0
392,2020-03-27,Andaman and Nicobar Islands,1,0,0
393,2020-03-27,Andhra Pradesh,12,0,1
394,2020-03-27,Bihar,6,1,0
395,2020-03-27,Chandigarh,7,0,0
396,2020-03-27,Chhattisgarh,6,0,0
397,2020-03-27,Delhi,36,1,6
398,2020-03-27,Goa,3,0,0
399,2020-03-27,Gujarat,43,3,0
400,2020-03-27,Haryana,30,0,11
401,2020-03-27,Himachal Pradesh,3,1,0
402,2020-03-27,Jammu and Kashmir,13,1,1
403,2020-03-27,Karnataka,55,2,3
404,2020-03-27,Kerala,137,0,11
405,2020-03-27,Ladakh,13,0,3
406,2020-03-27,Madhya Pradesh,20,1,0
407,2020-03-27,Maharashtra,130,4,15
408,2020-03-27,Manipur,1,0,0
409,2020-03-27,Mizoram,1,0,0
410,2020-03-27,Odisha,2,0,0
411,2020-03-27,Puducherry,1,0,0
412,2020-03-27,Punjab,33,1,0
413,2020-03-27,Rajasthan,41,0,3
414,2020-03-27,Tamil Nadu,29,1,1
415,2020-03-27,Telengana,45,0,1
416,2020-03-27,Uttar Pradesh,41,0,11
417,2020-03-27,Uttarakhand,5,0,0
418,2020-03-27,West Bengal,10,1,0
419,2020-03-28,Andaman and Nicobar Islands,6,0,0
420,2020-03-28,Andhra Pradesh,14,0,1
421,2020-03-28,Bihar,9,1,0
422,2020-03-28,Chandigarh,8,0,0
423,2020-03-28,Chhattisgarh,6,0,0
424,2020-03-28,Delhi,39,1,6
425,2020-03-28,Goa,3,0,0
426,2020-03-28,Gujarat,45,3,0
427,2020-03-28,Haryana,33,0,12
428,2020-03-28,Himachal Pradesh,3,1,0
429,2020-03-28,Jammu and Kashmir,20,1,1
430,2020-03-28,Karnataka,55,2,3
431,2020-03-28,Kerala,176,0,11
432,2020-03-28,Ladakh,13,0,3
433,2020-03-28,Madhya Pradesh,30,2,0
434,2020-03-28,Maharashtra,180,5,25
435,2020-03-28,Manipur,1,0,0
436,2020-03-28,Mizoram,1,0,0
437,2020-03-28,Odisha,3,0,0
438,2020-03-28,Puducherry,1,0,0
439,2020-03-28,Punjab,38,1,1
440,2020-03-28,Rajasthan,54,0,3
441,2020-03-28,Tamil Nadu,40,1,2
442,2020-03-28,Telengana,56,0,1
443,2020-03-28,Uttar Pradesh,55,0,11
444,2020-03-28,Uttarakhand,5,0,0
445,2020-03-28,West Bengal,15,1,0
446,2020-03-29,Andaman and Nicobar Islands,9,0,0
447,2020-03-29,Andhra Pradesh,19,0,1
448,2020-03-29,Bihar,11,1,0
449,2020-03-29,Chandigarh,8,0,0
450,2020-03-29,Chhattisgarh,7,0,0
451,2020-03-29,Delhi,49,2,6
452,2020-03-29,Goa,5,0,0
453,2020-03-29,Gujarat,58,5,1
454,2020-03-29,Haryana,33,0,17
455,2020-03-29,Himachal Pradesh,3,1,0
456,2020-03-29,Jammu and Kashmir,31,2,1
457,2020-03-29,Karnataka,76,3,5
458,2020-03-29,Kerala,182,1,15
459,2020-03-29,Ladakh,13,0,3
460,2020-03-29,Madhya Pradesh,30,2,0
461,2020-03-29,Maharashtra,186,6,25
462,2020-03-29,Manipur,1,0,0
463,2020-03-29,Mizoram,1,0,0
464,2020-03-29,Odisha,3,0,0
465,2020-03-29,Puducherry,1,0,0
466,2020-03-29,Punjab,38,1,1
467,2020-03-29,Rajasthan,55,0,3
468,2020-03-29,Tamil Nadu,49,1,4
469,2020-03-29,Telengana,66,1,1
470,2020-03-29,Uttar Pradesh,65,0,11
471,2020-03-29,Uttarakhand,7,0,2
472,2020-03-29,West Bengal,18,1,0
473,2020-03-30,Andaman and Nicobar Islands,9,0,0
474,2020-03-30,Andhra Pradesh,23,0,1
475,2020-03-30,Bihar,15,1,0
476,2020-03-30,Chandigarh,8,0,0
477,2020-03-30,Chhattisgarh,7,0,0
478,2020-03-30,Delhi,87,2,6
479,2020-03-30,Goa,5,0,0
480,2020-03-30,Gujarat,69,6,1
481,2020-03-30,Haryana,36,0,18
482,2020-03-30,Himachal Pradesh,3,1,0
483,2020-03-30,Jammu and Kashmir,48,2,2
484,2020-03-30,Karnataka,83,3,5
485,2020-03-30,Kerala,202,1,19
486,2020-03-30,Ladakh,13,0,3
487,2020-03-30,Madhya Pradesh,47,3,0
488,2020-03-30,Maharashtra,198,8,25
489,2020-03-30,Manipur,1,0,0
490,2020-03-30,Mizoram,1,0,0
491,2020-03-30,Odisha,3,0,0
492,2020-03-30,Puducherry,1,0,0
493,2020-03-30,Punjab,38,1,1
494,2020-03-30,Rajasthan,59,0,3
495,2020-03-30,Tamil Nadu,67,1,4
496,2020-03-30,Telengana,71,1,1
497,2020-03-30,Unassigned,46,0,0
498,2020-03-30,Uttar Pradesh,82,0,11
499,2020-03-30,Uttarakhand,7,0,2
500,2020-03-30,West Bengal,22,1,0
501,2020-03-31,Andaman and Nicobar Islands,10,0,0
502,2020-03-31,Andhra Pradesh,40,0,1
503,2020-03-31,Bihar,15,1,0
504,2020-03-31,Chandigarh,13,0,0
505,2020-03-31,Chhattisgarh,8,0,0
506,2020-03-31,Delhi,97,2,6
507,2020-03-31,Goa,5,0,0
508,2020-03-31,Gujarat,73,6,3
509,2020-03-31,Haryana,40,0,21
510,2020-03-31,Himachal Pradesh,3,1,0
511,2020-03-31,Jammu and Kashmir,54,2,2
512,2020-03-31,Karnataka,83,3,5
513,2020-03-31,Kerala,234,1,19
514,2020-03-31,Ladakh,13,0,3
515,2020-03-31,Madhya Pradesh,47,3,0
516,2020-03-31,Maharashtra,216,9,39
517,2020-03-31,Manipur,1,0,0
518,2020-03-31,Mizoram,1,0,0
519,2020-03-31,Odisha,3,0,0
520,2020-03-31,Puducherry,1,0,0
521,2020-03-31,Punjab,41,3,1
522,2020-03-31,Rajasthan,74,0,3
523,2020-03-31,Tamil Nadu,74,1,4
524,2020-03-31,Telengana,79,1,1
525,2020-03-31,Unassigned,38,0,0
526,2020-03-31,Uttar Pradesh,101,0,14
527,2020-03-31,Uttarakhand,7,0,2
528,2020-03-31,West Bengal,26,2,0
529,2020-04-01,Andaman and Nicobar Islands,10,0,0
530,2020-04-01,Andhra Pradesh,83,0,1
531,2020-04-01,Assam,1,0,0
532,2020-04-01,Bihar,23,1,0
533,2020-04-01,Chandigarh,16,0,0
534,2020-04-01,Chhattisgarh,9,0,2
535,2020-04-01,Delhi,152,2,6
536,2020-04-01,Goa,5,0,0
537,2020-04-01,Gujarat,82,6,5
538,2020-04-01,Haryana,43,0,21
539,2020-04-01,Himachal Pradesh,3,1,0
540,2020-04-01,Jammu and Kashmir,62,2,2
541,2020-04-01,Jharkhand,1,0,0
542,2020-04-01,Karnataka,101,3,8
543,2020-04-01,Kerala,241,2,23
544,2020-04-01,Ladakh,13,0,3
545,2020-04-01,Madhya Pradesh,66,3,0
546,2020-04-01,Maharashtra,302,9,39
547,2020-04-01,Manipur,1,0,0
548,2020-04-01,Mizoram,1,0,0
549,2020-04-01,Odisha,4,0,0
550,2020-04-01,Puducherry,3,0,1
551,2020-04-01,Punjab,42,3,1
552,2020-04-01,Rajasthan,93,0,3
553,2020-04-01,Tamil Nadu,234,1,6
554,2020-04-01,Telengana,96,3,1
555,2020-04-01,Uttar Pradesh,103,2,14
556,2020-04-01,Uttarakhand,7,0,2
557,2020-04-01,West Bengal,37,3,6
558,2020-04-02,Andaman and Nicobar Islands,10,0,0
559,2020-04-02,Andhra Pradesh,86,1,1
560,2020-04-02,Assam,5,0,0
561,2020-04-02,Bihar,24,1,0
562,2020-04-02,Chandigarh,16,0,0
563,2020-04-02,Chhattisgarh,9,0,2
564,2020-04-02,Delhi,219,4,8
565,2020-04-02,Goa,5,0,0
566,2020-04-02,Gujarat,87,7,8
567,2020-04-02,Haryana,43,0,21
568,2020-04-02,Himachal Pradesh,3,1,1
569,2020-04-02,Jammu and Kashmir,62,2,2
570,2020-04-02,Jharkhand,1,0,0
571,2020-04-02,Karnataka,110,3,9
572,2020-04-02,Kerala,265,2,25
573,2020-04-02,Ladakh,13,0,3
574,2020-04-02,Madhya Pradesh,99,6,0
575,2020-04-02,Maharashtra,335,13,42
576,2020-04-02,Manipur,1,0,0
577,2020-04-02,Mizoram,1,0,0
578,2020-04-02,Odisha,4,0,0
579,2020-04-02,Puducherry,3,0,1
580,2020-04-02,Punjab,46,4,1
581,2020-04-02,Rajasthan,108,0,3
582,2020-04-02,Tamil Nadu,234,1,6
583,2020-04-02,Telengana,107,3,1
584,2020-04-02,Uttar Pradesh,113,2,14
585,2020-04-02,Uttarakhand,7,0,2
586,2020-04-02,West Bengal,53,3,6
587,2020-04-03,Andaman and Nicobar Islands,10,0,0
588,2020-04-03,Andhra Pradesh,132,1,1
589,2020-04-03,Arunachal Pradesh,1,0,0
590,2020-04-03,Assam,16,0,0
591,2020-04-03,Bihar,29,1,0
592,2020-04-03,Chandigarh,18,0,0
593,2020-04-03,Chhattisgarh,9,0,3
594,2020-04-03,Delhi,219,4,8
595,2020-04-03,Goa,6,0,0
596,2020-04-03,Gujarat,95,8,10
597,2020-04-03,Haryana,49,0,24
598,2020-04-03,Himachal Pradesh,6,1,1
599,2020-04-03,Jammu and Kashmir,75,2,3
600,2020-04-03,Jharkhand,2,0,0
601,2020-04-03,Karnataka,124,3,10
602,2020-04-03,Kerala,286,2,27
603,2020-04-03,Ladakh,14,0,3
604,2020-04-03,Madhya Pradesh,104,6,0
605,2020-04-03,Maharashtra,335,16,42
606,2020-04-03,Manipur,2,0,0
607,2020-04-03,Mizoram,1,0,0
608,2020-04-03,Odisha,5,0,0
609,2020-04-03,Puducherry,5,0,1
610,2020-04-03,Punjab,48,5,1
611,2020-04-03,Rajasthan,167,0,3
612,2020-04-03,Tamil Nadu,309,1,6
613,2020-04-03,Telengana,158,7,1
614,2020-04-03,Unassigned,77,0,0
615,2020-04-03,Uttar Pradesh,172,2,14
616,2020-04-03,Uttarakhand,10,0,2
617,2020-04-03,West Bengal,63,3,3
618,2020-04-04,Andaman and Nicobar Islands,10,0,0
619,2020-04-04,Andhra Pradesh,161,1,1
620,2020-04-04,Arunachal Pradesh,1,0,0
621,2020-04-04,Assam,24,0,0
622,2020-04-04,Bihar,30,1,0
623,2020-04-04,Chandigarh,18,0,0
624,2020-04-04,Chhattisgarh,9,0,3
625,2020-04-04,Delhi,445,6,15
626,2020-04-04,Goa,7,0,0
627,2020-04-04,Gujarat,105,10,14
628,2020-04-04,Haryana,49,0,24
629,2020-04-04,Himachal Pradesh,6,1,1
630,2020-04-04,Jammu and Kashmir,75,2,3
631,2020-04-04,Jharkhand,2,0,0
632,2020-04-04,Karnataka,128,3,12
633,2020-04-04,Kerala,295,2,41
634,2020-04-04,Ladakh,14,0,3
635,2020-04-04,Madhya Pradesh,104,6,0
636,2020-04-04,Maharashtra,490,24,42
637,2020-04-04,Manipur,2,0,0
